20
30
231
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
3,1
3,2
3,3
3,4
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
5,1
5,2
5,3
5,4
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
7,18
9,1
9,2
9,3
9,4
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
13,1
13,2
13,3
13,4
13,5
13,6
13,7
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
15,1
15,2
15,3
15,4
15,5
15,6
15,7
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
17,1
17,2
17,3
17,4
17,5
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
19,1
19,2
19,3
19,4
19,5
19,6
19,7
19,8
19,9
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,27
4,28
4,29
8,20
8,21
8,22
8,23
8,24
8,25
8,26
8,27
8,28
8,29
12,20
12,21
12,22
12,23
12,24
12,25
12,26
12,27
12,28
12,29
16,20
16,21
16,22
16,23
16,24
16,25
16,26
16,27
16,28
16,29

76
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
6;0,0;0,1;0,2;0,3;0,4;0,5
2;0,0;0,1
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
10;0,0;0,1;0,2;0,3;0,4;0,5;0,6;0,7;0,8;0,9
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
3;0,0;-1,0;-1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
8;0,0;0,1;0,2;1,0;1,1;1,2;2,0;2,1
1;0,0
9;0,0;1,0;2,0;2,1;2,2;2,3;1,3;0,3;0,2
3;0,0;1,0;1,1
